subid,gender,trial,run,conds,offer_pro,offer_self,offer_tp,RT,choice,
107,1,38,1,1,6,4,5,2.875,1
107,1,39,1,1,6,4,5,1.186,1
107,1,40,1,1,5,5,5,1.952,1
107,1,1,2,1,6,4,5,0.624,1
107,1,2,2,4,13,1,1,0.826,2
107,1,3,2,2,8,6,1,1.295,1
107,1,4,2,1,6,4,5,1.54,1
107,1,5,2,3,8,1,6,0.648,1
107,1,6,2,2,7,6,2,0.839,1
107,1,7,2,4,11,2,2,0.472,1
107,1,8,2,3,7,2,6,0.719,1
107,1,9,2,3,7,1,7,0.894,1
107,1,10,2,4,13,1,1,0.668,1
107,1,11,2,1,5,5,5,0.783,1
107,1,12,2,3,7,1,7,1.054,1
107,1,13,2,1,6,4,5,1.283,1
107,1,14,2,4,11,2,2,1.768,1
107,1,15,2,3,8,1,6,0.837,1
107,1,16,2,2,7,7,1,0.749,1
107,1,17,2,4,12,2,1,1.315,1
107,1,18,2,2,7,7,1,0.822,1
107,1,19,2,2,7,6,2,0.702,1
107,1,20,2,1,6,5,4,1.381,1
107,1,21,2,3,8,1,6,0.534,1
107,1,22,2,2,7,7,1,0.713,1
107,1,23,2,4,11,2,2,1.126,1
107,1,24,2,3,7,1,7,0.643,1
107,1,25,2,1,5,5,5,0.59,1
107,1,26,2,4,12,2,1,0.827,1
107,1,27,2,2,8,6,1,0.614,1
107,1,28,2,1,6,5,4,1.431,1
107,1,29,2,4,12,1,2,0.76,1
107,1,30,2,1,5,5,5,1.005,1
107,1,31,2,2,7,6,2,0.849,1
107,1,32,2,4,13,1,1,0.755,1
107,1,33,2,4,12,1,2,0.756,1
107,1,34,2,1,5,5,5,0.989,1
107,1,35,2,3,7,1,7,2.334,1
107,1,36,2,3,7,2,6,2.828,1
107,1,37,2,2,7,7,1,0.746,1
107,1,38,2,3,7,2,6,0.816,1
107,1,39,2,1,6,5,4,1.309,1
107,1,40,2,2,8,6,1,1.848,1
108,1,1,1,4,13,1,1,0.635,2
108,1,2,1,3,8,1,6,0.729,2
108,1,3,1,3,7,2,6,1.061,2
108,1,4,1,2,8,6,1,0.694,2
108,1,5,1,3,7,1,7,0.911,2
108,1,6,1,1,6,4,5,0.857,1
108,1,7,1,4,11,2,2,0.714,2
108,1,8,1,1,6,4,5,0.524,1
108,1,9,1,4,13,1,1,0.828,2
108,1,10,1,4,11,2,2,0.749,2
108,1,11,1,4,12,2,1,0.417,2
108,1,12,1,1,5,5,5,1.021,1
108,1,13,1,2,7,6,2,0.626,1
108,1,14,1,1,6,4,5,0.886,1
108,1,15,1,4,11,2,2,0.63,2
108,1,16,1,1,6,5,4,0.75,1
108,1,17,1,4,12,2,1,0.71,2
108,1,18,1,2,7,7,1,0.851,1
108,1,19,1,2,7,7,1,0.697,1
108,1,20,1,1,5,5,5,0.718,1
108,1,21,1,2,7,6,2,1.069,1
108,1,22,1,3,7,1,7,0.536,2
108,1,23,1,3,8,1,6,0.892,2
108,1,24,1,2,7,7,1,1.083,1
108,1,25,1,3,8,1,6,1.481,2
108,1,26,1,3,7,1,7,1.027,2
108,1,27,1,1,6,5,4,0.604,1
108,1,28,1,2,8,6,1,0.664,2
108,1,29,1,3,7,1,7,0.618,2
108,1,30,1,1,5,5,5,0.598,1
108,1,31,1,2,7,6,2,0.835,1
108,1,32,1,4,12,1,2,1.441,2
108,1,33,1,2,7,7,1,1.451,1
108,1,34,1,4,13,1,1,1.002,2
108,1,35,1,2,8,6,1,0.997,2
108,1,37,1,1,5,5,5,0.438,1
108,1,38,1,3,7,2,6,0.489,2
108,1,39,1,1,6,5,4,0.491,2
